,age,sex,education,income,east-west,happiness,health,lived_abroad,orientation,orientation_cat
1532,32,Female,5,2000,East,9,5,No,1,Left
1533,59,Female,2,450,West,9,4,No,2,Left
1534,57,Male,2,2000,West,8,3,No,2,Left
1535,31,Male,3,1250,East,8,3,No,4,Center-Left
1536,48,Male,5,3500,East,8,4,No,3,Center-Left
1537,51,Male,5,2400,West,7,3,No,6,Center-Right
1538,55,Female,3,1800,West,7,3,No,1,Left
1539,50,Male,2,2200,West,7,3,Yes,2,Left
1540,36,Male,5,3100,West,9,5,Yes,9,Right
1541,24,Female,5,476,East,5,4,No,2,Left
1542,42,Female,3,404,East,5,2,No,11,Right
1543,87,Male,3,1500,West,10,2,No,6,Center-Right
1544,47,Female,3,1300,West,5,2,No,5,Center-Right
1545,77,Female,3,1063,East,10,3,No,1,Left
1546,35,Female,5,1100,West,10,4,Yes,6,Center-Right
1547,26,Male,5,1300,West,4,5,Yes,6,Center-Right
1548,75,Female,2,450,West,9,4,Yes,5,Center-Right
1549,69,Male,5,2000,West,9,3,No,6,Center-Right
1550,56,Female,3,360,West,9,2,No,3,Center-Left
1551,82,Male,3,2625,West,8,3,No,6,Center-Right
1552,33,Male,5,3800,West,8,5,Yes,2,Left
1553,46,Male,3,2000,East,8,3,No,2,Left
1554,70,Male,2,1800,West,10,5,No,6,Center-Right
1555,79,Male,5,3000,West,8,3,No,3,Center-Left
1556,50,Female,3,1300,East,6,4,No,1,Left
1557,66,Female,3,688,West,9,5,No,2,Left
1558,56,Female,5,1350,West,10,4,No,3,Center-Left
1559,52,Female,3,2000,East,10,5,No,3,Center-Left
1560,75,Male,2,2700,West,9,4,No,3,Center-Left
1561,68,Female,5,1000,West,9,2,Yes,6,Center-Right
1562,30,Female,2,1000,West,3,2,No,5,Center-Right
1563,62,Female,5,600,East,7,2,No,6,Center-Right
1564,63,Male,3,1394,East,7,3,No,1,Left
1565,43,Male,5,1700,West,8,4,No,2,Left
1566,72,Female,3,1080,East,8,3,No,3,Center-Left
1567,26,Female,3,1500,East,8,5,No,6,Center-Right
1568,64,Male,5,9500,West,8,4,No,5,Center-Right
1569,75,Female,2,520,West,10,5,No,6,Center-Right
1570,78,Male,3,1200,West,0,3,No,6,Center-Right
1571,48,Male,5,2500,West,8,4,No,9,Right
1572,68,Male,3,800,East,7,4,No,3,Center-Left
1573,62,Female,2,1200,West,10,4,No,3,Center-Left
1574,68,Male,3,650,East,8,2,Yes,3,Center-Left
1575,31,Female,5,1300,West,8,5,Yes,3,Center-Left
1576,63,Male,3,1500,East,8,2,No,6,Center-Right
1577,21,Male,5,700,West,7,5,Yes,2,Left
1578,62,Female,2,887,West,10,3,No,3,Center-Left
1579,39,Male,5,1200,West,5,2,Yes,2,Left
1580,83,Male,3,2500,West,9,4,Yes,5,Center-Right
1581,22,Male,5,450,West,8,4,No,3,Center-Left
1582,33,Female,3,359,East,5,2,No,11,Right
1583,80,Female,2,900,West,5,2,No,6,Center-Right
1584,32,Male,4,8750,West,10,5,Yes,6,Center-Right
1585,44,Female,3,1100,West,10,4,No,2,Left
1586,56,Male,5,2125,West,6,4,No,2,Left
1587,57,Male,3,2000,East,9,3,No,5,Center-Right
1588,75,Female,3,1063,West,9,4,No,9,Right
1589,60,Male,2,2625,West,10,2,Yes,9,Right
1590,65,Male,4,1600,West,8,4,Yes,3,Center-Left
1591,46,Female,3,3000,West,10,5,No,6,Center-Right
1592,60,Female,5,2125,West,8,5,No,6,Center-Right
1593,53,Female,3,500,West,8,5,No,2,Left
1594,57,Male,2,1500,West,8,2,Yes,3,Center-Left
1595,75,Female,3,1500,East,9,4,No,1,Left
1596,63,Male,2,1313,West,7,4,No,6,Center-Right
1597,23,Male,5,3000,West,10,5,No,6,Center-Right
1598,82,Male,3,1100,East,5,4,No,3,Center-Left
1599,22,Female,4,1600,West,10,4,No,3,Center-Left
1600,43,Male,3,2300,West,9,4,No,3,Center-Left
1601,45,Male,3,2875,East,8,4,No,6,Center-Right
1602,25,Male,3,2100,West,8,2,No,3,Center-Left
1603,46,Male,3,2000,East,9,4,No,4,Center-Left
1604,65,Female,3,1000,West,9,4,No,3,Center-Left
1605,24,Female,4,266,West,8,4,No,2,Left
1606,64,Male,3,1800,East,8,4,No,1,Left
1607,66,Female,2,1400,West,9,4,No,6,Center-Right
1608,79,Male,2,1700,West,8,2,No,3,Center-Left
1609,30,Male,3,2200,West,5,4,Yes,9,Right
1610,62,Female,3,600,East,10,4,No,6,Center-Right
1611,76,Female,2,700,East,9,4,No,5,Center-Right
1612,78,Female,2,4500,West,9,2,Yes,1,Left
1613,23,Male,3,1100,West,9,5,No,9,Right
1614,23,Female,5,550,East,7,4,Yes,2,Left
1615,34,Male,2,1450,East,8,4,No,3,Center-Left
1616,23,Female,2,750,East,7,3,No,1,Left
1617,28,Female,4,770,West,5,5,No,9,Right
1618,67,Female,5,2000,East,8,4,No,2,Left
1619,32,Male,3,1438,East,8,4,No,9,Right
1620,43,Male,4,4000,West,8,4,No,6,Center-Right
1621,48,Male,3,4000,West,7,5,No,6,Center-Right
1622,43,Male,3,2375,West,8,4,No,6,Center-Right
1623,52,Male,3,2875,West,9,4,No,2,Left
1624,74,Female,3,350,West,10,3,Yes,5,Center-Right
1625,33,Male,3,1625,West,7,2,No,9,Right
1626,55,Male,5,3500,West,8,4,No,6,Center-Right
1627,53,Female,3,1300,West,8,3,No,2,Left
1628,72,Male,2,1050,West,10,2,No,6,Center-Right
1629,39,Male,5,2000,West,10,5,No,6,Center-Right
1630,48,Male,3,1500,East,5,4,No,5,Center-Right
1631,38,Male,3,1600,East,7,4,No,5,Center-Right
1632,65,Female,3,560,East,5,3,No,6,Center-Right
1633,52,Male,5,2700,West,8,3,No,2,Left
1634,91,Female,2,1200,West,6,4,No,3,Center-Left
1635,49,Female,3,960,East,9,4,No,3,Center-Left
1636,81,Male,2,800,West,5,1,No,6,Center-Right
1637,37,Male,3,970,West,5,1,No,9,Right
1638,69,Male,2,2200,West,9,4,Yes,5,Center-Right
1639,73,Female,3,2000,West,10,3,No,2,Left
1640,41,Female,5,1875,West,10,3,No,3,Center-Left
1641,63,Male,5,2500,East,7,4,No,6,Center-Right
1642,69,Female,3,938,East,7,4,No,9,Right
1643,61,Male,5,1500,West,8,4,Yes,2,Left
1644,54,Male,3,2500,East,6,3,No,9,Right
1645,57,Male,3,460,East,8,4,No,6,Center-Right
1646,52,Male,4,1800,West,9,4,No,2,Left
1647,65,Male,4,2900,West,9,4,No,6,Center-Right
1648,37,Female,5,1200,East,7,5,Yes,6,Center-Right
1649,29,Male,5,2400,East,8,4,Yes,3,Center-Left
1650,27,Female,5,813,West,8,4,Yes,3,Center-Left
1651,21,Female,5,600,East,8,5,No,6,Center-Right
1652,58,Male,5,3200,East,8,3,No,1,Left
1653,53,Male,3,2125,West,8,3,No,5,Center-Right
1654,55,Male,5,4500,West,9,4,No,2,Left
1655,34,Male,3,1600,East,9,5,No,5,Center-Right
1656,72,Male,2,1800,West,8,3,No,3,Center-Left
1657,49,Female,3,1100,East,8,4,No,2,Left
1658,47,Male,4,4500,East,8,4,No,6,Center-Right
1659,63,Male,2,2000,West,7,3,No,9,Right
1660,51,Female,4,2375,West,10,5,No,5,Center-Right
1661,31,Female,3,900,West,9,4,Yes,3,Center-Left
1662,54,Male,3,1400,East,8,4,No,6,Center-Right
1663,73,Female,3,2500,West,8,3,No,5,Center-Right
1664,71,Female,5,1200,West,10,3,Yes,1,Left
1665,38,Male,3,1625,East,8,3,No,1,Left
1666,54,Female,2,1200,West,8,3,No,3,Center-Left
1667,22,Female,5,400,West,8,5,No,2,Left
1668,50,Male,2,2700,West,8,4,No,6,Center-Right
1669,67,Female,2,1400,West,9,4,No,3,Center-Left
1670,19,Female,4,350,West,10,5,No,6,Center-Right
1671,29,Female,5,1800,West,8,5,No,3,Center-Left
1672,54,Male,3,1200,East,9,4,No,6,Center-Right
1673,67,Female,3,2600,West,8,4,No,6,Center-Right
1674,77,Female,5,1100,East,9,4,No,1,Left
1675,52,Male,5,3000,West,9,4,No,2,Left
1676,42,Male,4,2400,West,5,3,No,1,Left
1677,40,Female,3,800,West,9,4,No,3,Center-Left
1678,47,Male,4,2700,West,9,3,No,2,Left
1679,64,Male,3,1450,East,8,4,No,3,Center-Left
1680,62,Male,3,800,West,7,1,No,3,Center-Left
1681,32,Male,2,1063,West,10,5,No,4,Center-Left
1682,56,Female,5,2500,West,8,4,No,6,Center-Right
1683,46,Female,3,1375,East,9,5,No,6,Center-Right
1684,71,Male,3,2300,West,7,3,No,2,Left
1685,39,Female,5,1200,West,9,5,No,6,Center-Right
1686,51,Female,3,800,East,8,4,No,3,Center-Left
1687,71,Female,3,600,West,10,3,No,6,Center-Right
1688,48,Male,5,2875,East,7,4,No,3,Center-Left
1689,83,Female,3,1438,West,8,4,No,5,Center-Right
1690,61,Female,3,280,West,8,4,No,6,Center-Right
1691,32,Male,5,2200,West,8,5,No,5,Center-Right
1692,24,Female,5,850,West,8,4,No,2,Left
1693,55,Female,5,4200,West,8,3,No,6,Center-Right
1694,80,Female,3,1100,West,9,3,No,6,Center-Right
1695,42,Male,4,3600,West,10,4,No,3,Center-Left
1696,25,Female,5,1082,West,8,2,No,2,Left
1697,56,Female,3,650,East,10,4,No,1,Left
1698,68,Male,5,3500,West,10,4,No,6,Center-Right
1699,70,Male,2,1330,West,8,3,No,5,Center-Right
1700,44,Female,5,2125,West,8,4,No,5,Center-Right
1701,64,Female,2,913,West,5,3,No,2,Left
1702,67,Female,3,850,East,8,3,Yes,6,Center-Right
1703,76,Male,2,1200,East,5,3,No,6,Center-Right
1704,59,Female,2,1150,West,1,3,No,3,Center-Left
1705,43,Female,3,1600,West,8,4,No,11,Right
1706,34,Female,5,2125,East,8,4,No,3,Center-Left
1707,26,Female,5,800,East,8,4,No,3,Center-Left
1708,56,Male,3,1875,East,7,4,No,5,Center-Right
1709,61,Female,2,370,West,9,4,No,6,Center-Right
1710,56,Male,3,2375,East,7,4,Yes,1,Left
1711,57,Male,5,6000,West,9,2,Yes,5,Center-Right
1712,34,Female,3,1800,West,5,5,No,3,Center-Left
1713,28,Male,3,1000,East,3,4,No,6,Center-Right
1714,67,Female,3,1650,East,9,4,No,1,Left
1715,34,Male,5,3200,West,8,4,Yes,2,Left
1716,73,Female,3,1800,West,8,4,No,6,Center-Right
1717,72,Female,4,300,West,10,4,No,3,Center-Left
1718,53,Female,3,650,East,8,3,No,3,Center-Left
1719,50,Female,3,820,East,6,2,No,5,Center-Right
1720,63,Male,2,1200,West,6,4,No,6,Center-Right
1721,25,Male,3,1300,East,8,3,No,1,Left
1722,25,Female,3,670,West,9,4,No,3,Center-Left
1723,34,Male,4,1500,East,9,5,No,1,Left
1724,53,Male,3,2600,West,7,3,No,6,Center-Right
1725,68,Male,2,2125,West,9,3,No,6,Center-Right
1726,37,Female,3,600,East,7,3,No,2,Left
1727,58,Male,5,4000,East,10,5,Yes,3,Center-Left
1728,57,Female,3,1100,East,8,4,No,9,Right
1729,53,Male,5,4500,West,8,4,Yes,5,Center-Right
1730,71,Male,2,1200,West,10,5,No,3,Center-Left
1731,97,Female,5,1100,East,8,2,No,2,Left
1732,26,Female,5,1200,West,10,5,Yes,6,Center-Right
1733,66,Female,3,400,East,7,3,Yes,6,Center-Right
1734,33,Female,2,1800,West,8,4,Yes,1,Left
1735,46,Male,2,1800,West,5,3,No,6,Center-Right
1736,20,Female,5,1100,West,9,4,Yes,1,Left
1737,38,Male,3,1500,East,4,1,No,1,Left
1738,26,Male,5,600,East,8,4,Yes,1,Left
1739,48,Female,3,1100,East,8,4,No,2,Left
1740,29,Male,5,900,West,9,4,No,2,Left
1741,40,Male,3,2700,East,9,5,No,2,Left
1742,63,Female,3,1875,West,8,5,No,2,Left
1743,51,Female,5,900,West,10,2,No,9,Right
1744,57,Female,4,1550,West,8,4,Yes,2,Left
1745,47,Male,3,1100,East,7,4,No,4,Center-Left
1746,32,Male,5,1700,West,8,3,No,3,Center-Left
1747,20,Female,5,1750,West,10,4,Yes,2,Left
1748,57,Male,3,2000,East,8,3,Yes,6,Center-Right
1749,49,Female,5,2000,West,9,5,No,3,Center-Left
1750,55,Female,3,1700,West,8,4,No,3,Center-Left
1751,50,Female,3,400,West,4,3,No,2,Left
1752,23,Female,5,1800,West,8,5,No,6,Center-Right
1753,55,Male,5,2100,East,9,4,No,3,Center-Left
1754,50,Female,3,813,East,8,4,No,6,Center-Right
1755,25,Male,2,1800,West,8,4,No,6,Center-Right
1756,31,Male,5,2400,East,8,4,Yes,4,Center-Left
1757,78,Female,5,1200,East,7,3,No,1,Left
1758,40,Female,5,1800,West,7,5,Yes,1,Left
1759,60,Male,4,3000,West,8,4,No,6,Center-Right
1760,70,Male,3,900,East,8,3,No,9,Right
1761,66,Male,3,823,East,8,4,No,3,Center-Left
1762,52,Female,3,500,East,7,2,No,6,Center-Right
1763,49,Female,2,550,West,5,3,No,9,Right
1764,39,Male,3,3800,West,8,4,No,5,Center-Right
1765,71,Male,2,950,East,6,5,No,9,Right
1766,65,Female,2,1500,West,8,4,No,2,Left
1767,66,Female,5,488,East,5,4,Yes,2,Left
1768,53,Male,2,1800,West,9,4,No,6,Center-Right
1769,47,Female,5,900,West,8,5,No,2,Left
1770,57,Male,3,3800,East,8,4,No,3,Center-Left
1771,54,Female,3,1800,West,6,3,No,3,Center-Left
1772,35,Female,5,1,East,10,4,No,6,Center-Right
1773,47,Female,3,2800,West,6,2,No,9,Right
1774,64,Female,3,450,East,9,3,No,6,Center-Right
1775,53,Male,5,1500,East,8,3,No,3,Center-Left
1776,25,Male,5,450,West,7,5,No,9,Right
1777,53,Male,2,1400,West,5,3,Yes,1,Left
1778,65,Male,5,4500,West,9,4,Yes,2,Left
1779,36,Male,4,3500,West,8,5,No,5,Center-Right
1780,31,Male,2,1900,West,9,5,Yes,3,Center-Left
1781,52,Female,3,1800,West,8,4,No,3,Center-Left
1782,79,Male,5,2375,West,9,3,No,3,Center-Left
1783,28,Female,5,2700,West,8,5,Yes,6,Center-Right
1784,67,Male,2,1750,East,7,4,No,3,Center-Left
1785,75,Female,2,800,East,9,3,No,9,Right
1786,43,Male,2,2050,West,8,2,No,6,Center-Right
1787,73,Female,2,820,East,6,2,No,6,Center-Right
1788,22,Male,2,2000,West,8,5,No,6,Center-Right
1789,59,Male,4,3100,West,9,4,No,2,Left
1790,47,Male,2,1235,West,7,4,No,6,Center-Right
1791,54,Female,4,1000,East,8,4,No,1,Left
1792,36,Female,5,2100,West,8,4,No,6,Center-Right
1793,69,Male,3,1250,East,8,3,No,6,Center-Right
1794,27,Male,5,2400,West,9,5,No,1,Left
1795,42,Male,3,1750,West,5,3,Yes,3,Center-Left
1796,82,Male,5,1500,East,8,3,No,3,Center-Left
1797,32,Male,5,500,West,6,3,No,2,Left
1798,75,Female,2,1063,East,8,3,No,3,Center-Left
1799,35,Male,3,600,East,7,4,Yes,4,Center-Left
1800,29,Male,5,1500,West,5,4,Yes,3,Center-Left
1801,46,Male,3,938,West,6,3,No,3,Center-Left
1802,41,Male,5,3000,West,8,4,No,6,Center-Right
1803,70,Male,2,1500,West,10,4,No,6,Center-Right
1804,68,Male,5,2100,West,8,2,No,2,Left
1805,45,Female,3,900,West,10,5,Yes,6,Center-Right
1806,66,Female,2,1000,West,8,5,No,5,Center-Right
1807,45,Male,5,5500,West,8,4,Yes,3,Center-Left
1808,59,Male,3,816,East,4,2,No,6,Center-Right
1809,68,Female,2,1000,West,7,5,Yes,6,Center-Right
1810,53,Male,2,680,East,5,2,No,9,Right
1811,46,Male,4,1700,West,8,3,No,3,Center-Left
1812,33,Female,5,2300,West,9,5,No,5,Center-Right
1813,54,Female,1,45,East,5,2,No,2,Left
1814,76,Male,2,1200,West,10,3,No,2,Left
1815,69,Male,5,2500,West,8,4,No,3,Center-Left
1816,26,Male,5,1429,East,7,4,No,5,Center-Right
1817,67,Female,5,420,West,10,5,Yes,2,Left
1818,23,Female,5,450,West,9,4,No,6,Center-Right
1819,48,Male,2,1300,East,2,5,No,1,Left
1820,65,Male,2,1500,West,7,1,No,3,Center-Left
1821,56,Female,3,500,East,6,3,No,6,Center-Right
1822,39,Female,5,1000,East,7,2,No,3,Center-Left
1823,46,Female,3,1000,East,8,3,No,6,Center-Right
1824,69,Male,4,3500,West,9,4,No,3,Center-Left
1825,51,Female,3,1625,West,9,4,No,6,Center-Right
1826,75,Male,3,1300,West,5,3,Yes,2,Left
1827,61,Male,5,2875,West,10,4,No,5,Center-Right
1828,55,Male,3,390,East,6,1,No,1,Left
1829,50,Female,3,3000,East,9,4,No,3,Center-Left
1830,27,Male,1,750,East,8,4,Yes,3,Center-Left
1831,58,Male,4,150,West,10,5,No,6,Center-Right
1832,57,Female,2,1800,West,7,4,No,3,Center-Left
1833,21,Male,5,300,West,9,4,Yes,2,Left
1834,59,Female,5,2700,West,10,5,Yes,3,Center-Left
1835,52,Male,3,1438,East,10,4,No,3,Center-Left
1836,36,Female,5,1600,West,8,5,Yes,3,Center-Left
1837,34,Male,3,2900,East,9,5,No,6,Center-Right
1838,50,Male,2,1700,West,7,4,No,3,Center-Left
1839,31,Female,5,1800,West,6,4,Yes,1,Left
1840,26,Male,5,2100,West,7,4,No,5,Center-Right
1841,76,Female,2,688,West,9,3,No,6,Center-Right
1842,31,Male,3,1800,East,8,4,No,5,Center-Right
1843,23,Male,5,1500,West,8,4,No,5,Center-Right
1844,76,Male,2,1200,East,6,3,No,1,Left
1845,73,Male,2,1400,East,8,4,No,6,Center-Right
1846,52,Male,5,1750,West,8,4,No,2,Left
1847,61,Female,5,4300,West,10,4,No,6,Center-Right
1848,75,Male,2,2375,West,10,3,No,2,Left
1849,28,Female,5,1990,East,8,4,Yes,1,Left
1850,46,Male,5,5000,West,10,3,No,2,Left
1851,23,Male,3,2211,West,9,5,No,6,Center-Right
1852,66,Male,2,1800,West,7,3,No,2,Left
1853,53,Female,4,900,West,6,4,No,2,Left
1854,64,Female,5,1400,East,5,2,No,2,Left
1855,30,Female,5,875,West,8,5,Yes,2,Left
1856,48,Male,2,1800,West,10,3,No,5,Center-Right
1857,63,Male,2,1500,West,9,2,No,5,Center-Right
1858,73,Female,3,1500,East,9,4,No,3,Center-Left
1859,66,Female,2,720,East,2,2,No,9,Right
1860,63,Male,3,1300,East,8,4,No,3,Center-Left
1861,75,Male,2,1050,East,9,4,No,6,Center-Right
1862,63,Female,3,1800,East,9,4,No,5,Center-Right
1863,31,Female,3,1100,West,8,3,Yes,3,Center-Left
1864,66,Female,3,813,East,9,4,No,6,Center-Right
1865,46,Male,3,1000,East,8,4,No,9,Right
1866,53,Female,3,1400,East,10,4,No,3,Center-Left
1867,44,Female,3,2300,East,8,4,No,1,Left
1868,89,Female,5,2000,West,9,3,No,6,Center-Right
1869,47,Female,5,700,West,8,4,Yes,6,Center-Right
1870,53,Male,3,3500,East,8,5,Yes,9,Right
1871,76,Male,2,1438,West,10,4,No,3,Center-Left
1872,78,Male,5,3300,West,6,2,No,2,Left
1873,52,Female,5,2250,East,8,4,Yes,2,Left
1874,33,Female,3,1300,West,10,3,No,1,Left
1875,73,Female,5,2375,East,8,3,No,1,Left
1876,50,Male,5,6250,West,8,4,No,5,Center-Right
1877,56,Female,3,353,West,10,2,No,3,Center-Left
1878,47,Male,3,834,East,9,3,No,9,Right
1879,58,Female,5,3500,West,8,5,No,2,Left
1880,67,Male,3,850,East,10,5,No,6,Center-Right
1881,87,Female,2,1100,West,8,3,No,3,Center-Left
1882,52,Female,2,710,East,5,2,No,1,Left
1883,47,Male,2,450,West,4,1,No,9,Right
1884,58,Male,3,742,East,8,3,No,3,Center-Left
1885,63,Female,2,795,West,8,4,No,5,Center-Right
1886,72,Male,2,780,East,7,3,No,9,Right
1887,73,Male,4,3000,West,10,5,Yes,5,Center-Right
1888,65,Male,4,8750,East,8,4,No,6,Center-Right
1889,48,Male,3,1600,West,5,3,No,3,Center-Left
1890,80,Female,2,200,West,8,3,No,3,Center-Left
1891,67,Female,2,645,East,7,2,No,3,Center-Left
1892,68,Female,3,845,West,4,3,No,3,Center-Left
1893,49,Male,3,3900,West,8,4,No,5,Center-Right
1894,60,Male,5,620,East,7,3,No,2,Left
1895,51,Male,5,1200,West,7,3,No,1,Left
1896,62,Male,5,1875,East,8,3,No,2,Left
1897,53,Female,3,350,East,6,2,Yes,6,Center-Right
1898,26,Male,5,1300,West,7,3,No,2,Left
1899,53,Female,4,1875,East,10,5,No,3,Center-Left
1900,34,Female,5,5000,West,8,3,Yes,6,Center-Right
1901,32,Female,3,900,West,10,5,Yes,6,Center-Right
1902,48,Male,2,1900,West,7,3,No,1,Left
1903,35,Female,5,1100,West,9,5,No,3,Center-Left
1904,31,Female,3,1200,East,9,4,No,6,Center-Right
1905,84,Male,4,1100,West,9,2,Yes,3,Center-Left
1906,75,Female,4,1063,East,5,2,No,9,Right
1907,44,Female,2,800,West,6,3,No,5,Center-Right
1908,70,Female,5,456,West,9,2,No,5,Center-Right
1909,51,Female,3,896,East,7,1,No,2,Left
1910,84,Male,5,1800,East,10,4,No,3,Center-Left
1911,54,Male,3,1875,East,9,4,No,3,Center-Left
1912,64,Male,3,1500,West,9,2,No,1,Left
1913,42,Female,5,2000,West,8,4,No,6,Center-Right
1914,32,Female,5,3300,West,8,5,No,6,Center-Right
1915,49,Male,2,2400,East,9,4,Yes,6,Center-Right
1916,38,Female,2,1000,West,8,4,No,3,Center-Left
1917,52,Male,5,5000,West,8,4,Yes,1,Left
1918,46,Female,3,938,East,5,2,No,1,Left
1919,67,Female,2,1000,West,10,5,Yes,2,Left
1920,44,Female,3,450,East,10,3,No,9,Right
1921,62,Male,5,640,East,5,2,No,9,Right
1922,24,Male,5,2100,East,8,4,No,6,Center-Right
1923,50,Female,3,800,East,8,4,No,2,Left
1924,29,Male,2,1900,West,8,5,No,3,Center-Left
1925,68,Male,5,4500,West,9,5,Yes,6,Center-Right
1926,64,Female,3,750,West,10,4,No,3,Center-Left
1927,48,Male,5,1800,West,8,3,No,2,Left
1928,57,Male,5,6250,West,9,5,Yes,1,Left
1929,25,Female,5,1300,West,7,4,No,3,Center-Left
1930,85,Female,2,1063,East,10,3,No,6,Center-Right
1931,18,Male,5,150,West,9,5,No,2,Left
1932,66,Female,2,280,West,8,5,No,5,Center-Right
1933,76,Male,2,1063,East,8,3,No,3,Center-Left
1934,79,Female,3,2000,West,10,3,Yes,5,Center-Right
1935,84,Male,2,1800,East,10,4,No,3,Center-Left
1936,71,Female,3,1040,East,9,4,No,3,Center-Left
1937,51,Male,1,400,East,2,1,No,9,Right
1938,64,Female,2,1009,West,10,5,No,6,Center-Right
1939,60,Male,2,1188,West,8,3,Yes,2,Left
1940,48,Male,3,1625,West,8,4,No,3,Center-Left
1941,65,Male,2,1188,West,8,4,Yes,3,Center-Left
1942,48,Female,3,2400,East,10,4,No,9,Right
1943,76,Female,3,2500,West,9,4,No,6,Center-Right
1944,60,Female,5,1200,West,8,4,Yes,2,Left
1945,66,Male,2,512,West,3,2,No,2,Left
1946,63,Male,3,800,East,7,3,Yes,5,Center-Right
1947,54,Female,4,563,East,10,3,No,6,Center-Right
1948,88,Male,2,1500,East,10,3,No,5,Center-Right
1949,40,Male,3,1700,West,9,3,No,6,Center-Right
1950,61,Male,5,3000,East,8,4,No,6,Center-Right
1951,30,Female,5,380,West,10,4,No,6,Center-Right
1952,71,Male,3,2000,West,4,3,Yes,6,Center-Right
1953,60,Male,5,2700,East,8,2,No,1,Left
1954,30,Male,3,2500,West,10,5,No,6,Center-Right
1955,64,Female,3,1500,West,8,4,No,6,Center-Right
1956,75,Female,5,1875,West,8,4,Yes,3,Center-Left
1957,80,Female,2,600,East,8,2,No,1,Left
1958,67,Male,5,2800,West,8,3,No,3,Center-Left
1959,33,Female,2,1311,West,5,4,No,9,Right
1960,66,Female,3,1000,East,9,5,No,6,Center-Right
1961,82,Male,2,1063,East,8,3,No,6,Center-Right
1962,50,Male,3,6250,West,9,5,No,6,Center-Right
1963,48,Female,5,3500,West,7,4,Yes,6,Center-Right
1964,36,Female,3,280,East,7,4,No,9,Right
1965,57,Female,3,2400,East,7,4,No,9,Right
1966,18,Male,5,800,West,8,4,Yes,6,Center-Right
1967,67,Female,3,688,East,8,3,No,3,Center-Left
1968,53,Male,4,1500,East,9,4,No,9,Right
1969,38,Male,3,1375,East,5,3,No,9,Right
1970,29,Male,3,1500,West,8,5,No,9,Right
1971,60,Male,2,1400,West,4,3,No,9,Right
1972,67,Male,5,3500,West,9,4,Yes,5,Center-Right
1973,61,Male,3,980,East,6,4,No,3,Center-Left
1974,52,Male,5,7300,West,9,4,No,3,Center-Left
1975,67,Male,3,1100,East,5,3,Yes,1,Left
1976,32,Male,3,2300,West,10,5,No,1,Left
1977,57,Male,5,950,West,5,2,No,1,Left
1978,78,Male,4,1300,West,8,4,No,5,Center-Right
1979,79,Female,2,630,East,7,3,No,6,Center-Right
1980,49,Female,3,1000,West,8,5,No,6,Center-Right
1981,53,Male,3,2000,East,7,4,No,1,Left
1982,63,Male,3,990,West,7,3,No,9,Right
1983,51,Male,5,2100,West,7,2,Yes,2,Left
1984,32,Female,5,1750,East,9,5,Yes,3,Center-Left
1985,55,Male,3,1875,West,7,4,No,6,Center-Right
1986,48,Male,3,3000,West,8,4,Yes,6,Center-Right
1987,47,Male,5,1340,West,8,4,No,2,Left
1988,78,Female,2,500,East,8,3,No,9,Right
1989,46,Female,5,900,East,3,2,Yes,1,Left
1990,57,Male,2,2000,West,10,3,Yes,6,Center-Right
1991,23,Male,5,500,West,6,4,No,2,Left
1992,22,Female,5,400,West,7,5,No,3,Center-Left
1993,40,Female,5,450,West,10,5,Yes,3,Center-Left
1994,49,Male,3,3000,West,8,3,No,5,Center-Right
1995,53,Female,3,1450,East,10,4,No,1,Left
1996,67,Male,2,680,West,8,3,No,6,Center-Right
1997,56,Male,3,1600,East,4,2,No,9,Right
1998,68,Male,2,1625,West,7,2,No,3,Center-Left
1999,62,Male,2,1800,West,9,4,No,6,Center-Right
2000,52,Male,3,2000,West,9,5,No,2,Left
2001,64,Male,4,4000,West,9,4,Yes,3,Center-Left
2002,33,Female,5,1600,West,2,3,Yes,2,Left
2003,67,Male,5,1000,East,7,3,No,3,Center-Left
2004,37,Male,3,1600,East,7,4,No,9,Right
2005,48,Male,3,1600,East,7,4,No,6,Center-Right
2006,25,Male,5,2100,West,10,5,Yes,2,Left
2007,42,Female,5,1800,West,8,4,Yes,6,Center-Right
2008,44,Female,3,1200,West,9,5,Yes,5,Center-Right
2009,32,Female,3,800,East,10,4,No,9,Right
2010,51,Female,5,3500,West,7,3,Yes,2,Left
2011,83,Male,2,1400,West,5,2,No,2,Left
2012,84,Female,2,700,East,7,1,No,1,Left
2013,90,Male,4,3500,West,6,3,Yes,1,Left
2014,46,Male,5,1800,East,8,3,Yes,1,Left
2015,50,Male,2,3000,West,9,3,No,4,Center-Left
2016,55,Male,5,3500,West,8,3,No,5,Center-Right
2017,23,Male,3,1500,West,9,4,No,3,Center-Left
2018,49,Male,3,2400,East,10,2,No,3,Center-Left
2019,34,Male,2,1188,West,10,3,Yes,3,Center-Left
2020,41,Female,3,1200,East,7,3,No,9,Right
2021,71,Male,2,1200,West,8,5,No,6,Center-Right
2022,64,Male,5,1200,West,8,4,Yes,5,Center-Right
2023,29,Male,3,2600,West,7,4,No,6,Center-Right
2024,79,Female,5,3400,West,10,4,No,5,Center-Right
2025,51,Female,3,1500,East,8,3,No,9,Right
2026,68,Male,4,5000,East,9,4,No,5,Center-Right
2027,23,Female,5,200,West,9,5,No,6,Center-Right
2028,40,Male,2,460,East,3,2,No,1,Left
2029,60,Female,3,800,East,8,4,No,1,Left
